Member_number,Date,productId,items,productName,price,Category,total_payment,Year-Month
3483,2015-09-08,136,2,dishes,6.8,Specialty & Seasonal,13.6,2015-09
2512,2015-01-31,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,2015-01
2652,2015-08-01,132,3,kitchen towels,4.83,Household & Hygiene,14.49,2015-08
1777,2015-12-03,28,1,misc. beverages,1.2,Beverages,1.2,2015-12
2653,2015-04-17,14,2,chocolate,11.5,Bakery & Sweets,23.0,2015-04
2703,2015-09-21,122,2,soups,4.5,Frozen & Processed Food,9.0,2015-09
4322,2015-11-14,25,2,canned beer,1.1,Beverages,2.2,2015-11
2270,2015-02-04,17,3,bottled water,0.5,Beverages,1.5,2015-02
2306,2015-10-09,71,3,shopping bags,5.12,Household & Hygiene,15.36,2015-10
1539,2015-09-27,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,2015-09
2517,2015-12-12,2,2,whole milk,1.8,Dairy,3.6,2015-12
3254,2015-10-19,60,1,cream cheese,6.3,Dairy,6.3,2015-10
1711,2015-03-21,71,3,shopping bags,5.12,Household & Hygiene,15.36,2015-03
2560,2015-06-07,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,2015-06
4891,2015-10-06,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,2015-10
1622,2015-02-12,70,3,margarine,3.5,Pantry Staples,10.5,2015-02
1028,2015-06-02,158,3,flower (seeds),6.8,Household & Hygiene,20.4,2015-06
1416,2015-08-22,73,3,oil,3.4,Pantry Staples,10.2,2015-08
1037,2015-12-16,25,2,canned beer,1.1,Beverages,2.2,2015-12
4293,2015-04-23,81,2,Instant food products,0.6,Frozen & Processed Food,1.2,2015-04
3054,2015-04-09,28,2,misc. beverages,1.2,Beverages,2.4,2015-04
4467,2015-04-23,44,1,newspapers,3.2,Specialty & Seasonal,3.2,2015-04
4811,2015-11-02,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,2015-11
4749,2015-02-15,39,3,detergent,5.5,Household & Hygiene,16.5,2015-02
1825,2015-11-21,73,3,oil,3.4,Pantry Staples,10.2,2015-11
4685,2015-07-19,35,2,sugar,1.2,Bakery & Sweets,2.4,2015-07
3621,2015-07-14,74,2,whipped/sour cream,5.5,Dairy,11.0,2015-07
3219,2015-08-04,136,2,dishes,6.8,Specialty & Seasonal,13.6,2015-08
1444,2015-12-29,70,3,margarine,3.5,Pantry Staples,10.5,2015-12
1698,2015-07-22,20,2,brown bread,0.8,Bakery & Sweets,1.6,2015-07
3328,2015-04-15,159,1,rice,11.1,Pantry Staples,11.1,2015-04
3704,2015-04-30,44,1,newspapers,3.2,Specialty & Seasonal,3.2,2015-04
4124,2015-09-09,71,3,shopping bags,5.12,Household & Hygiene,15.36,2015-09
4357,2015-10-10,88,3,house keeping products,8.5,Household & Hygiene,25.5,2015-10
2073,2015-04-30,14,1,chocolate,11.5,Bakery & Sweets,11.5,2015-04
4192,2015-09-12,35,2,sugar,1.2,Bakery & Sweets,2.4,2015-09
3890,2015-10-26,101,3,canned fish,2.1,Frozen & Processed Food,6.300000000000001,2015-10
3147,2015-12-24,116,3,sauces,2.45,Pantry Staples,7.3500000000000005,2015-12
3183,2015-08-07,12,1,fruit/vegetable juice,2.1,Beverages,2.1,2015-08
1878,2015-10-17,28,3,misc. beverages,1.2,Beverages,3.5999999999999996,2015-10
2523,2015-02-12,38,1,soda,0.8,Beverages,0.8,2015-02
2227,2015-06-20,123,1,mustard,5.2,Pantry Staples,5.2,2015-06
2267,2015-02-26,4,2,other vegetables,0.8,Fresh Food,1.6,2015-02
4806,2015-10-27,18,2,yogurt,2.2,Dairy,4.4,2015-10
1164,2015-03-30,99,3,canned vegetables,5.7,Frozen & Processed Food,17.1,2015-03
3096,2015-06-23,73,1,oil,3.4,Pantry Staples,3.4,2015-06
1821,2015-05-21,119,3,long life bakery product,9.9,Bakery & Sweets,29.700000000000003,2015-05
2298,2015-10-06,28,1,misc. beverages,1.2,Beverages,1.2,2015-10
4515,2015-05-10,18,3,yogurt,2.2,Dairy,6.6000000000000005,2015-05
3352,2015-06-13,18,2,yogurt,2.2,Dairy,4.4,2015-06
1545,2015-10-17,103,2,semi-finished bread,1.1,Frozen & Processed Food,2.2,2015-10
2999,2015-08-03,135,3,meat spreads,7.8,Fresh Food,23.4,2015-08
1230,2015-11-19,28,1,misc. beverages,1.2,Beverages,1.2,2015-11
2578,2015-01-25,17,2,bottled water,0.5,Beverages,1.0,2015-01
4611,2015-08-27,17,1,bottled water,0.5,Beverages,0.5,2015-08
3575,2015-01-24,35,3,sugar,1.2,Bakery & Sweets,3.5999999999999996,2015-01
2517,2015-09-29,4,2,other vegetables,0.8,Fresh Food,1.6,2015-09
2471,2015-03-19,28,3,misc. beverages,1.2,Beverages,3.5999999999999996,2015-03
2560,2015-06-19,121,3,sweet spreads,5.4,Bakery & Sweets,16.200000000000003,2015-06
4492,2015-06-14,38,1,soda,0.8,Beverages,0.8,2015-06
1217,2015-02-18,24,3,pastry,3.1,Bakery & Sweets,9.3,2015-02
2950,2015-10-10,131,3,roll products,8.6,Specialty & Seasonal,25.799999999999997,2015-10
4337,2015-10-26,114,1,napkins,21.8,Household & Hygiene,21.8,2015-10
2599,2015-01-27,80,1,salty snack,0.5,Snacks,0.5,2015-01
2924,2015-11-19,35,3,sugar,1.2,Bakery & Sweets,3.5999999999999996,2015-11
3734,2015-09-05,16,2,butter milk,6.1,Dairy,12.2,2015-09
3985,2015-07-24,65,2,candy,3.6,Bakery & Sweets,7.2,2015-07
1823,2015-11-11,96,1,hygiene articles,7.5,Household & Hygiene,7.5,2015-11
1722,2015-08-27,24,3,pastry,3.1,Bakery & Sweets,9.3,2015-08
4924,2015-06-11,18,1,yogurt,2.2,Dairy,2.2,2015-06
3194,2015-05-03,114,1,napkins,21.8,Household & Hygiene,21.8,2015-05
2156,2015-08-07,17,1,bottled water,0.5,Beverages,0.5,2015-08
3182,2015-05-05,121,3,sweet spreads,5.4,Bakery & Sweets,16.200000000000003,2015-05
2902,2015-08-16,14,1,chocolate,11.5,Bakery & Sweets,11.5,2015-08
3450,2015-12-24,11,2,butter,3.2,Dairy,6.4,2015-12
4262,2015-09-11,2,3,whole milk,1.8,Dairy,5.4,2015-09
1276,2015-08-28,103,2,semi-finished bread,1.1,Frozen & Processed Food,2.2,2015-08
2184,2015-01-23,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,2015-01
1670,2015-06-30,44,2,newspapers,3.2,Specialty & Seasonal,6.4,2015-06
1198,2015-01-31,44,3,newspapers,3.2,Specialty & Seasonal,9.600000000000001,2015-01
1858,2015-01-25,96,2,hygiene articles,7.5,Household & Hygiene,15.0,2015-01
1404,2015-01-16,103,1,semi-finished bread,1.1,Frozen & Processed Food,1.1,2015-01
2899,2015-11-09,6,1,pot plants,3.5,Household & Hygiene,3.5,2015-11
2057,2015-11-13,71,2,shopping bags,5.12,Household & Hygiene,10.24,2015-11
2799,2015-02-27,17,1,bottled water,0.5,Beverages,0.5,2015-02
4913,2015-08-01,20,3,brown bread,0.8,Bakery & Sweets,2.4000000000000004,2015-08
2413,2015-06-26,69,3,domestic eggs,1.25,Fresh Food,3.75,2015-06
4819,2015-09-20,17,1,bottled water,0.5,Beverages,0.5,2015-09
3014,2015-07-15,60,1,cream cheese,6.3,Dairy,6.3,2015-07
1419,2015-04-07,44,3,newspapers,3.2,Specialty & Seasonal,9.600000000000001,2015-04
2589,2015-04-29,134,2,cereals,4.5,Snacks,9.0,2015-04
3648,2015-06-02,60,3,cream cheese,6.3,Dairy,18.9,2015-06
1349,2015-12-13,11,2,butter,3.2,Dairy,6.4,2015-12
2706,2015-10-03,17,1,bottled water,0.5,Beverages,0.5,2015-10
1144,2015-01-16,83,1,white bread,0.3,Bakery & Sweets,0.3,2015-01
1275,2015-05-07,51,2,dessert,1.15,Bakery & Sweets,2.3,2015-05
1851,2015-07-11,49,2,beverages,1.1,Beverages,2.2,2015-07
2305,2015-09-28,123,3,mustard,5.2,Pantry Staples,15.600000000000001,2015-09
1905,2015-10-18,60,2,cream cheese,6.3,Dairy,12.6,2015-10
3732,2015-12-06,18,1,yogurt,2.2,Dairy,2.2,2015-12
2724,2015-04-30,103,1,semi-finished bread,1.1,Frozen & Processed Food,1.1,2015-04
3245,2015-03-19,70,1,margarine,3.5,Pantry Staples,3.5,2015-03
2005,2015-04-20,38,2,soda,0.8,Beverages,1.6,2015-04
4643,2015-08-10,34,2,flour,2.1,Pantry Staples,4.2,2015-08
2538,2015-07-27,17,1,bottled water,0.5,Beverages,0.5,2015-07
1173,2015-02-07,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,2015-02
1703,2015-02-15,123,3,mustard,5.2,Pantry Staples,15.600000000000001,2015-02
3347,2015-01-24,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,2015-01
1561,2015-07-25,119,2,long life bakery product,9.9,Bakery & Sweets,19.8,2015-07
1632,2015-08-27,38,2,soda,0.8,Beverages,1.6,2015-08
2995,2015-02-18,34,1,flour,2.1,Pantry Staples,2.1,2015-02
1318,2015-09-26,34,2,flour,2.1,Pantry Staples,4.2,2015-09
1133,2015-02-26,159,1,rice,11.1,Pantry Staples,11.1,2015-02
2357,2015-08-03,101,3,canned fish,2.1,Frozen & Processed Food,6.300000000000001,2015-08
4007,2015-03-13,60,2,cream cheese,6.3,Dairy,12.6,2015-03
2383,2015-01-02,53,3,specialty chocolate,18.8,Bakery & Sweets,56.400000000000006,2015-01
3128,2015-08-30,20,2,brown bread,0.8,Bakery & Sweets,1.6,2015-08
1372,2015-04-25,12,2,fruit/vegetable juice,2.1,Beverages,4.2,2015-04
1839,2015-08-16,114,1,napkins,21.8,Household & Hygiene,21.8,2015-08
3567,2015-02-17,114,1,napkins,21.8,Household & Hygiene,21.8,2015-02
3573,2015-04-03,76,2,sliced cheese,4.2,Dairy,8.4,2015-04
3765,2015-06-12,123,2,mustard,5.2,Pantry Staples,10.4,2015-06
2875,2015-03-12,45,1,curd,9.8,Dairy,9.8,2015-03
3737,2015-11-21,38,3,soda,0.8,Beverages,2.4000000000000004,2015-11
3535,2015-02-28,2,2,whole milk,1.8,Dairy,3.6,2015-02
4288,2015-11-13,24,1,pastry,3.1,Bakery & Sweets,3.1,2015-11
1334,2015-03-07,11,2,butter,3.2,Dairy,6.4,2015-03
2046,2015-02-28,160,1,tea,8.7,Beverages,8.7,2015-02
1922,2015-10-07,11,3,butter,3.2,Dairy,9.600000000000001,2015-10
2184,2015-09-19,18,2,yogurt,2.2,Dairy,4.4,2015-09
2632,2015-09-23,99,2,canned vegetables,5.7,Frozen & Processed Food,11.4,2015-09
2108,2015-10-01,129,3,mayonnaise,1.8,Specialty & Seasonal,5.4,2015-10
2547,2015-11-24,11,2,butter,3.2,Dairy,6.4,2015-11
4720,2015-02-12,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,2015-02
4008,2015-05-19,70,2,margarine,3.5,Pantry Staples,7.0,2015-05
1438,2015-11-28,76,1,sliced cheese,4.2,Dairy,4.2,2015-11
3027,2015-09-14,78,1,baking powder,1.8,Pantry Staples,1.8,2015-09
1342,2015-01-07,159,2,rice,11.1,Pantry Staples,22.2,2015-01
4952,2015-08-26,2,3,whole milk,1.8,Dairy,5.4,2015-08
1218,2015-08-20,95,3,frozen fish,5.8,Frozen & Processed Food,17.4,2015-08
4804,2015-11-19,69,2,domestic eggs,1.25,Fresh Food,2.5,2015-11
3319,2015-11-17,114,1,napkins,21.8,Household & Hygiene,21.8,2015-11
2459,2015-09-22,104,1,cat food,11.2,Pet Care,11.2,2015-09
1123,2015-01-31,85,2,cling film/bags,2.2,Household & Hygiene,4.4,2015-01
1827,2015-07-01,18,1,yogurt,2.2,Dairy,2.2,2015-07
4769,2015-09-20,50,1,bottled beer,1.8,Beverages,1.8,2015-09
3769,2015-02-27,96,3,hygiene articles,7.5,Household & Hygiene,22.5,2015-02
4713,2015-01-28,37,2,herbs,6.5,Fresh Food,13.0,2015-01
1741,2015-12-20,45,1,curd,9.8,Dairy,9.8,2015-12
4238,2015-12-12,134,1,cereals,4.5,Snacks,4.5,2015-12
4051,2015-01-28,114,1,napkins,21.8,Household & Hygiene,21.8,2015-01
4960,2015-08-19,17,2,bottled water,0.5,Beverages,1.0,2015-08
4602,2015-08-26,27,2,coffee,8.5,Beverages,17.0,2015-08
3549,2015-02-12,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,2015-02
2746,2015-05-29,39,3,detergent,5.5,Household & Hygiene,16.5,2015-05
2444,2015-06-17,12,3,fruit/vegetable juice,2.1,Beverages,6.300000000000001,2015-06
3196,2015-11-04,71,2,shopping bags,5.12,Household & Hygiene,10.24,2015-11
4672,2015-11-05,12,3,fruit/vegetable juice,2.1,Beverages,6.300000000000001,2015-11
3308,2015-03-08,38,1,soda,0.8,Beverages,0.8,2015-03
3328,2015-08-16,69,2,domestic eggs,1.25,Fresh Food,2.5,2015-08
4923,2015-09-23,109,2,canned fruit,4.96,Frozen & Processed Food,9.92,2015-09
2981,2015-05-11,62,3,pickled vegetables,2.7,Fresh Food,8.100000000000001,2015-05
3615,2015-09-02,20,2,brown bread,0.8,Bakery & Sweets,1.6,2015-09
1620,2015-03-22,114,3,napkins,21.8,Household & Hygiene,65.4,2015-03
2583,2015-02-15,72,3,salt,0.7,Pantry Staples,2.0999999999999996,2015-02
1362,2015-10-06,17,1,bottled water,0.5,Beverages,0.5,2015-10
2462,2015-01-08,65,3,candy,3.6,Bakery & Sweets,10.8,2015-01
3198,2015-06-23,77,3,dish cleaner,2.5,Household & Hygiene,7.5,2015-06
3296,2015-05-22,78,2,baking powder,1.8,Pantry Staples,3.6,2015-05
3447,2015-09-03,108,1,zwieback,12.3,Snacks,12.3,2015-09
2082,2015-06-21,17,3,bottled water,0.5,Beverages,1.5,2015-06
1679,2015-12-08,80,2,salty snack,0.5,Snacks,1.0,2015-12
3605,2015-04-05,38,2,soda,0.8,Beverages,1.6,2015-04
3762,2015-01-04,36,2,frozen meals,9.7,Frozen & Processed Food,19.4,2015-01
2375,2015-09-03,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,2015-09
1617,2015-03-30,115,1,waffles,2.5,Bakery & Sweets,2.5,2015-03
3399,2015-04-09,12,3,fruit/vegetable juice,2.1,Beverages,6.300000000000001,2015-04
1570,2015-03-15,115,3,waffles,2.5,Bakery & Sweets,7.5,2015-03
1583,2015-03-24,96,2,hygiene articles,7.5,Household & Hygiene,15.0,2015-03
3348,2015-12-05,70,3,margarine,3.5,Pantry Staples,10.5,2015-12
1427,2015-01-10,36,2,frozen meals,9.7,Frozen & Processed Food,19.4,2015-01
3041,2015-08-27,78,1,baking powder,1.8,Pantry Staples,1.8,2015-08
1661,2015-11-08,71,3,shopping bags,5.12,Household & Hygiene,15.36,2015-11
1076,2015-06-12,17,2,bottled water,0.5,Beverages,1.0,2015-06
3545,2015-09-29,134,1,cereals,4.5,Snacks,4.5,2015-09
3593,2015-09-10,4,2,other vegetables,0.8,Fresh Food,1.6,2015-09
3891,2015-02-16,12,3,fruit/vegetable juice,2.1,Beverages,6.300000000000001,2015-02
2115,2015-11-18,85,2,cling film/bags,2.2,Household & Hygiene,4.4,2015-11
2480,2015-03-26,12,1,fruit/vegetable juice,2.1,Beverages,2.1,2015-03
1532,2015-06-20,114,3,napkins,21.8,Household & Hygiene,65.4,2015-06
2530,2015-06-13,85,1,cling film/bags,2.2,Household & Hygiene,2.2,2015-06
1803,2015-05-12,81,3,Instant food products,0.6,Frozen & Processed Food,1.7999999999999998,2015-05
2604,2015-09-20,136,2,dishes,6.8,Specialty & Seasonal,13.6,2015-09
3595,2015-03-21,115,1,waffles,2.5,Bakery & Sweets,2.5,2015-03
1442,2015-03-30,119,1,long life bakery product,9.9,Bakery & Sweets,9.9,2015-03
1515,2015-11-09,59,2,hard cheese,4.5,Dairy,9.0,2015-11
2899,2015-11-24,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,2015-11
1845,2015-08-07,129,1,mayonnaise,1.8,Specialty & Seasonal,1.8,2015-08
4334,2015-04-28,12,1,fruit/vegetable juice,2.1,Beverages,2.1,2015-04
3885,2015-04-13,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,2015-04
1474,2015-06-02,28,2,misc. beverages,1.2,Beverages,2.4,2015-06
4783,2015-02-21,27,1,coffee,8.5,Beverages,8.5,2015-02
1379,2015-02-06,83,1,white bread,0.3,Bakery & Sweets,0.3,2015-02
4217,2015-06-17,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,2015-06
4281,2015-09-14,25,3,canned beer,1.1,Beverages,3.3000000000000003,2015-09
2690,2015-05-01,56,3,white wine,14.2,Beverages,42.599999999999994,2015-05
2543,2015-05-23,116,2,sauces,2.45,Pantry Staples,4.9,2015-05
2300,2015-04-28,96,2,hygiene articles,7.5,Household & Hygiene,15.0,2015-04
4302,2015-04-05,44,2,newspapers,3.2,Specialty & Seasonal,6.4,2015-04
1930,2015-11-15,12,1,fruit/vegetable juice,2.1,Beverages,2.1,2015-11
2834,2015-12-02,114,3,napkins,21.8,Household & Hygiene,65.4,2015-12
2307,2015-05-26,50,3,bottled beer,1.8,Beverages,5.4,2015-05
3894,2015-01-25,24,2,pastry,3.1,Bakery & Sweets,6.2,2015-01
1467,2015-08-20,44,3,newspapers,3.2,Specialty & Seasonal,9.600000000000001,2015-08
3952,2015-10-30,135,2,meat spreads,7.8,Fresh Food,15.6,2015-10
3016,2015-12-01,35,1,sugar,1.2,Bakery & Sweets,1.2,2015-12
2118,2015-07-18,27,3,coffee,8.5,Beverages,25.5,2015-07
1940,2015-02-14,69,1,domestic eggs,1.25,Fresh Food,1.25,2015-02
1430,2015-09-04,72,1,salt,0.7,Pantry Staples,0.7,2015-09
2738,2015-04-11,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,2015-04
1565,2015-11-30,2,2,whole milk,1.8,Dairy,3.6,2015-11
4755,2015-12-27,78,3,baking powder,1.8,Pantry Staples,5.4,2015-12
1410,2015-11-08,80,1,salty snack,0.5,Snacks,0.5,2015-11
3829,2015-08-02,27,2,coffee,8.5,Beverages,17.0,2015-08
3086,2015-04-04,44,1,newspapers,3.2,Specialty & Seasonal,3.2,2015-04
4780,2015-06-09,146,2,ketchup,1.25,Pantry Staples,2.5,2015-06
4085,2015-09-29,44,3,newspapers,3.2,Specialty & Seasonal,9.600000000000001,2015-09
3236,2015-01-26,115,1,waffles,2.5,Bakery & Sweets,2.5,2015-01
2040,2015-05-31,47,2,popcorn,2.4,Bakery & Sweets,4.8,2015-05
2370,2015-02-04,55,2,cleaner,11.8,Household & Hygiene,23.6,2015-02
4249,2015-02-27,71,3,shopping bags,5.12,Household & Hygiene,15.36,2015-02
2836,2015-08-14,114,2,napkins,21.8,Household & Hygiene,43.6,2015-08
1220,2015-01-01,14,2,chocolate,11.5,Bakery & Sweets,23.0,2015-01
3520,2015-01-02,71,1,shopping bags,5.12,Household & Hygiene,5.12,2015-01
2566,2015-01-31,79,3,specialty cheese,12.14,Dairy,36.42,2015-01
2655,2015-01-05,71,3,shopping bags,5.12,Household & Hygiene,15.36,2015-01
4147,2015-04-18,44,1,newspapers,3.2,Specialty & Seasonal,3.2,2015-04
3364,2015-08-30,15,1,specialty bar,5.2,Bakery & Sweets,5.2,2015-08
2370,2015-01-14,12,1,fruit/vegetable juice,2.1,Beverages,2.1,2015-01
3809,2015-02-08,73,2,oil,3.4,Pantry Staples,6.8,2015-02
3744,2015-11-06,143,3,liqueur,9.5,Specialty & Seasonal,28.5,2015-11
1588,2015-01-19,136,3,dishes,6.8,Specialty & Seasonal,20.4,2015-01
4304,2015-02-01,35,3,sugar,1.2,Bakery & Sweets,3.5999999999999996,2015-02
2240,2015-09-20,20,2,brown bread,0.8,Bakery & Sweets,1.6,2015-09
3175,2015-06-05,108,3,zwieback,12.3,Snacks,36.900000000000006,2015-06
1231,2015-10-27,34,3,flour,2.1,Pantry Staples,6.300000000000001,2015-10
3599,2015-06-11,70,3,margarine,3.5,Pantry Staples,10.5,2015-06
3738,2015-04-01,75,3,frozen vegetables,2.5,Frozen & Processed Food,7.5,2015-04
1593,2015-08-08,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,2015-08
1319,2015-01-10,38,2,soda,0.8,Beverages,1.6,2015-01
2105,2015-01-21,71,3,shopping bags,5.12,Household & Hygiene,15.36,2015-01
2056,2015-07-03,38,3,soda,0.8,Beverages,2.4000000000000004,2015-07
3139,2015-04-21,74,3,whipped/sour cream,5.5,Dairy,16.5,2015-04
1098,2015-01-19,104,3,cat food,11.2,Pet Care,33.599999999999994,2015-01
2601,2015-10-22,24,3,pastry,3.1,Bakery & Sweets,9.3,2015-10
2694,2015-06-19,22,1,root vegetables,1.8,Fresh Food,1.8,2015-06
4524,2015-12-26,74,1,whipped/sour cream,5.5,Dairy,5.5,2015-12
1165,2015-04-13,14,2,chocolate,11.5,Bakery & Sweets,23.0,2015-04
3705,2015-09-07,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,2015-09
1634,2015-05-28,2,3,whole milk,1.8,Dairy,5.4,2015-05
2030,2015-09-04,80,3,salty snack,0.5,Snacks,1.5,2015-09
4989,2015-06-19,83,1,white bread,0.3,Bakery & Sweets,0.3,2015-06
1715,2015-07-04,71,2,shopping bags,5.12,Household & Hygiene,10.24,2015-07
4552,2015-08-13,50,3,bottled beer,1.8,Beverages,5.4,2015-08
1303,2015-03-29,50,3,bottled beer,1.8,Beverages,5.4,2015-03
1430,2015-02-09,154,3,cake bar,2.4,Bakery & Sweets,7.199999999999999,2015-02
4559,2015-05-12,27,2,coffee,8.5,Beverages,17.0,2015-05
3848,2015-11-18,59,1,hard cheese,4.5,Dairy,4.5,2015-11
2162,2015-06-19,128,1,soft cheese,7.2,Dairy,7.2,2015-06
3719,2015-12-17,2,3,whole milk,1.8,Dairy,5.4,2015-12
3153,2015-04-28,18,3,yogurt,2.2,Dairy,6.6000000000000005,2015-04
2420,2015-09-27,71,3,shopping bags,5.12,Household & Hygiene,15.36,2015-09
3971,2015-06-17,69,3,domestic eggs,1.25,Fresh Food,3.75,2015-06
1611,2015-02-26,27,2,coffee,8.5,Beverages,17.0,2015-02
1225,2015-02-26,34,1,flour,2.1,Pantry Staples,2.1,2015-02
1554,2015-05-21,44,2,newspapers,3.2,Specialty & Seasonal,6.4,2015-05
4624,2015-11-27,71,2,shopping bags,5.12,Household & Hygiene,10.24,2015-11
3337,2015-06-10,71,3,shopping bags,5.12,Household & Hygiene,15.36,2015-06
2265,2015-09-25,105,2,bathroom cleaner,5.8,Household & Hygiene,11.6,2015-09
4999,2015-01-24,114,1,napkins,21.8,Household & Hygiene,21.8,2015-01
4102,2015-11-03,74,3,whipped/sour cream,5.5,Dairy,16.5,2015-11
3853,2015-07-04,51,1,dessert,1.15,Bakery & Sweets,1.15,2015-07
2265,2015-06-13,128,2,soft cheese,7.2,Dairy,14.4,2015-06
2452,2015-08-11,71,3,shopping bags,5.12,Household & Hygiene,15.36,2015-08
2829,2015-12-19,39,1,detergent,5.5,Household & Hygiene,5.5,2015-12
3926,2015-08-20,14,1,chocolate,11.5,Bakery & Sweets,11.5,2015-08
3960,2015-10-21,35,3,sugar,1.2,Bakery & Sweets,3.5999999999999996,2015-10
3980,2015-09-16,101,1,canned fish,2.1,Frozen & Processed Food,2.1,2015-09
1116,2015-01-29,59,3,hard cheese,4.5,Dairy,13.5,2015-01
2663,2015-10-21,50,3,bottled beer,1.8,Beverages,5.4,2015-10
2164,2015-11-24,16,2,butter milk,6.1,Dairy,12.2,2015-11
3950,2015-05-12,39,1,detergent,5.5,Household & Hygiene,5.5,2015-05
1252,2015-04-13,136,3,dishes,6.8,Specialty & Seasonal,20.4,2015-04
4804,2015-12-27,24,2,pastry,3.1,Bakery & Sweets,6.2,2015-12
4041,2015-09-07,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,2015-09
1894,2015-08-04,114,3,napkins,21.8,Household & Hygiene,65.4,2015-08
4977,2015-08-20,69,3,domestic eggs,1.25,Fresh Food,3.75,2015-08
2171,2015-09-03,50,1,bottled beer,1.8,Beverages,1.8,2015-09
3417,2015-12-15,76,1,sliced cheese,4.2,Dairy,4.2,2015-12
1175,2015-06-10,18,1,yogurt,2.2,Dairy,2.2,2015-06
4946,2015-02-17,14,3,chocolate,11.5,Bakery & Sweets,34.5,2015-02
4662,2015-06-27,71,2,shopping bags,5.12,Household & Hygiene,10.24,2015-06
2869,2015-12-10,44,2,newspapers,3.2,Specialty & Seasonal,6.4,2015-12
4053,2015-03-22,92,3,vinegar,1.5,Pantry Staples,4.5,2015-03
4574,2015-11-30,123,1,mustard,5.2,Pantry Staples,5.2,2015-11
1110,2015-11-15,136,2,dishes,6.8,Specialty & Seasonal,13.6,2015-11
4700,2015-03-04,100,2,chewing gum,0.5,Specialty & Seasonal,1.0,2015-03
2565,2015-04-29,50,1,bottled beer,1.8,Beverages,1.8,2015-04
2468,2015-03-13,12,2,fruit/vegetable juice,2.1,Beverages,4.2,2015-03
4836,2015-11-13,38,1,soda,0.8,Beverages,0.8,2015-11
3504,2015-09-22,38,2,soda,0.8,Beverages,1.6,2015-09
1333,2015-04-03,14,2,chocolate,11.5,Bakery & Sweets,23.0,2015-04
4039,2015-12-27,28,2,misc. beverages,1.2,Beverages,2.4,2015-12
2077,2015-05-15,15,1,specialty bar,5.2,Bakery & Sweets,5.2,2015-05
3519,2015-12-13,35,2,sugar,1.2,Bakery & Sweets,2.4,2015-12
3737,2015-05-05,163,2,pudding powder,4.9,Snacks,9.8,2015-05
3558,2015-09-19,74,3,whipped/sour cream,5.5,Dairy,16.5,2015-09
3036,2015-07-13,4,2,other vegetables,0.8,Fresh Food,1.6,2015-07
3180,2015-07-03,44,2,newspapers,3.2,Specialty & Seasonal,6.4,2015-07
2978,2015-05-09,35,1,sugar,1.2,Bakery & Sweets,1.2,2015-05
3985,2015-10-23,78,1,baking powder,1.8,Pantry Staples,1.8,2015-10
4903,2015-12-08,59,3,hard cheese,4.5,Dairy,13.5,2015-12
2835,2015-10-09,44,1,newspapers,3.2,Specialty & Seasonal,3.2,2015-10
3783,2015-06-22,74,1,whipped/sour cream,5.5,Dairy,5.5,2015-06
1486,2015-12-14,4,1,other vegetables,0.8,Fresh Food,0.8,2015-12
4589,2015-10-08,114,3,napkins,21.8,Household & Hygiene,65.4,2015-10
1132,2015-02-19,80,3,salty snack,0.5,Snacks,1.5,2015-02
4827,2015-11-27,163,2,pudding powder,4.9,Snacks,9.8,2015-11
3361,2015-06-28,15,2,specialty bar,5.2,Bakery & Sweets,10.4,2015-06
4681,2015-09-11,50,1,bottled beer,1.8,Beverages,1.8,2015-09
4197,2015-10-26,38,2,soda,0.8,Beverages,1.6,2015-10
3701,2015-01-22,71,2,shopping bags,5.12,Household & Hygiene,10.24,2015-01
4195,2015-10-01,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,2015-10
3429,2015-04-01,44,3,newspapers,3.2,Specialty & Seasonal,9.600000000000001,2015-04
2430,2015-01-20,14,2,chocolate,11.5,Bakery & Sweets,23.0,2015-01
4330,2015-04-08,103,2,semi-finished bread,1.1,Frozen & Processed Food,2.2,2015-04
1783,2015-03-18,71,2,shopping bags,5.12,Household & Hygiene,10.24,2015-03
4025,2015-11-04,71,1,shopping bags,5.12,Household & Hygiene,5.12,2015-11
3399,2015-07-19,71,3,shopping bags,5.12,Household & Hygiene,15.36,2015-07
4766,2015-01-03,71,2,shopping bags,5.12,Household & Hygiene,10.24,2015-01
3562,2015-08-13,96,2,hygiene articles,7.5,Household & Hygiene,15.0,2015-08
2447,2015-01-21,114,1,napkins,21.8,Household & Hygiene,21.8,2015-01
